date,PC1,PC2,PC3,PC4
2012-09-11,-2.4659780664424487,-0.1662844371993421,1.0506333967609134,-0.7546124376372113
2012-09-12,-2.4848247613502603,-0.4176345239367469,0.28156705569080454,-0.08741570141457482
2012-09-13,-2.349325650495126,0.5710945835440181,-0.39430597906942894,0.1677694262006952
2012-09-14,-2.052805218203161,1.72633614890518,0.20137749244974637,-0.3524488708406447
2012-09-17,-2.4185526029664155,-0.07855744313613652,-0.2588137860828208,0.9692169551384078
2012-09-18,-2.032189307712346,1.8323766907957535,-0.506283567207974,-0.11296294286496296
2012-09-19,-2.166307609678617,1.6082765766549456,-0.41936748749704045,0.20110533677306414
2012-09-20,-2.4438664650434334,0.2166526745071159,-0.1747459585671143,0.8742542626988953
2012-09-21,-2.47965968081133,0.75577453089432,-0.5446248482481393,-0.31902176702228885
2012-09-24,-2.4607733970339973,0.1116722142178799,0.20555080063998077,0.5227793340320107
2012-09-25,-2.377582057473281,0.5755237019718933,0.3981096572316033,-0.4396815932494704
2012-09-26,-2.617023846024609,-0.49588089525779266,-0.0363278910198875,0.15082169466719977
2012-09-27,-2.418487488263434,-0.8866817120318896,1.5628537562647797,0.854936252043001
2012-09-28,-2.2907311077690005,-0.055461984240575364,0.41946184837829237,-0.022981127674528368
2012-10-01,-2.4337455187061185,-0.14823552511237773,-0.15292412485370388,0.0581467641613839
2012-10-02,-2.344829012792568,0.4085808580415988,0.02980447139975996,-0.552569081813669
2012-10-03,-2.390703355747156,-0.10457300716918112,1.0288225907776423,-0.30600156748498947
2012-10-04,-2.2899683417390637,0.11776517387297646,0.4139617336429445,0.25180163842310493
2012-10-05,-1.7847583797956037,2.0471618055480287,1.1096417841276591,-0.5815920023133814
2012-10-08,-2.570112469343103,-1.139216787024836,-0.14980233085956943,1.11292114133274
2012-10-09,-2.319375200928128,-0.5264920651575349,0.9660667501888673,0.09496781389221003
2012-10-10,-2.372614005880218,-0.8467559889656114,0.6241257927126019,0.27443049086797644
2012-10-11,-2.283608652403707,0.11693398860509294,-0.32471563714805823,-0.42509374936186656
2012-10-12,-2.0608181897527844,1.0928661201737144,0.15736836314086758,-1.0420575428030003
2012-10-15,-2.0351803890828837,0.9690352699754953,-0.28679091978493415,0.3588986922365922
2012-10-16,-2.10937981948898,1.734025182828724,-1.583627999557703,0.005240327608794853
2012-10-17,-2.3686139824916235,0.5137924074240333,-0.8758111056700753,0.8409514190172223
2012-10-18,-2.123032529068741,1.161032061467671,-0.6627556437392177,0.6625626840288025
2012-10-19,-2.0597092675431314,1.8893322633696024,-0.33123033245780226,-0.40149658777083813
2012-10-22,-2.4469265466170174,-0.05321804373505655,-0.15750058804690376,0.7058913855651585
2012-10-23,-2.2214963937896894,-0.8207558692191632,2.113143818063668,1.094539162918423
